Protein ID,H1975_TGFb_Rep1_1,H1975_TGFb_Rep1_2,H1975_TGFb_Rep2_1,H1975_TGFb_Rep2_2,H1975_TGFb_Rep3_1,H1975_TGFb_Rep3_2,H1975_unst_Rep1_1,H1975_unst_Rep1_2,H1975_unst_Rep2_1,H1975_unst_Rep2_2,H1975_unst_Rep3_1,H1975_unst_Rep3_2,H838_TGFb_Rep1_1,H838_TGFb_Rep1_2,H838_TGFb_Rep2_1,H838_TGFb_Rep2_2,H838_TGFb_Rep3_1,H838_TGFb_Rep3_2,H838_unst_Rep1_1,H838_unst_Rep1_2,H838_unst_Rep2_1,H838_unst_Rep2_2,H838_unst_Rep3_1,H838_unst_Rep3_2
P04844,1297786370.0,1165770750.0,1245879170.0,1148540420.0,1134439170.0,1100323580.0,1362001020.0,1303075710.0,1018347140.0,1199095170.0,1331822590.0,1442203260.0,1319354620.0,1362140540.0,1394644610.0,1429168380.0,1290981250.0,1381316610.0,1642109310.0,1710996740.0,1623761790.0,1606111740.0,1566259330.0,1457929340.0
P04920,142988992.0,205106416.0,0.0,222826880.0,196947776.0,207808880.0,0.0,0.0,181887040.0,0.0,0.0,162430624.0,64692268.0,0.0,0.0,180714592.0,0.0,0.0,66574344.0,0.0,87189104.0,0.0,0.0,0.0
P05026,227857152.0,0.0,212974112.0,260518192.0,225576768.0,0.0,300624160.0,295639040.0,238603216.0,270567840.0,247524400.0,291240352.0,937272190.0,1229993730.0,964766780.0,907853570.0,946521980.0,906102210.0,1052244350.0,928755390.0,1121528830.0,1040337730.0,1025843780.0,1051280640.0
P05067,374985824.0,366056512.0,342159872.0,337702176.0,329584768.0,377186176.0,289111680.0,288495520.0,0.0,0.0,389640064.0,272616608.0,451125504.0,218843968.0,415097632.0,311766912.0,430360416.0,360374592.0,328695328.0,389971488.0,248643376.0,366672800.0,342075552.0,394399968.0
P05089,0.0,0.0,0.0,0.0,0.0,0.0,90078816.0,513300512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05106,164515872.0,180900240.0,171525504.0,183265648.0,186794000.0,184542992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05109,0.0,0.0,0.0,0.0,0.0,0.0,577221890.0,555778180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05114,71175640.0,95111584.0,61275376.0,66862020.0,57335508.0,62675096.0,34923496.0,91545704.0,101331560.0,104069560.0,112494968.0,103924400.0,253289600.0,293529088.0,275289184.0,260746128.0,264916496.0,227802128.0,358368960.0,357570784.0,213030240.0,264984096.0,212767584.0,199898096.0
P05121,1073975940.0,1099986940.0,922075710.0,1016247040.0,1219236610.0,1175908740.0,0.0,0.0,0.0,0.0,0.0,0.0,113890392.0,131101528.0,206328704.0,182915072.0,133010056.0,138226576.0,0.0,0.0,0.0,115127280.0,0.0,0.0
P05161,1513821060.0,1801301760.0,1425901180.0,1561696380.0,1653108100.0,1621926400.0,1916386690.0,1993960060.0,1770800640.0,1747163520.0,1720504580.0,1396976130.0,136319136.0,131263200.0,131170168.0,110046296.0,164029792.0,142861728.0,137420832.0,135094384.0,125578360.0,149970400.0,117572440.0,0.0
P05165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05166,0.0,43624136.0,60971636.0,51669540.0,0.0,0.0,54859256.0,0.0,31820868.0,0.0,0.0,62253824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05198,1428222340.0,1364032640.0,1346794370.0,1328212740.0,1453675010.0,1485359230.0,2033176450.0,1954030850.0,1604885250.0,1616431230.0,1681624830.0,1389353860.0,1228924670.0,1224499710.0,1247843460.0,1272743940.0,1329548030.0,1276914430.0,1251126530.0,1256292100.0,1184449790.0,1226553730.0,1105191170.0,1245911550.0
P05204,745205310.0,706969600.0,643961980.0,562389700.0,475279840.0,645696190.0,157854080.0,1017829760.0,1055679740.0,1096832770.0,1120969220.0,970925630.0,2509006080.0,2421920000.0,2161790980.0,2345171460.0,2238571260.0,2115772540.0,3343826940.0,3523432960.0,2574311680.0,2913920000.0,2421577220.0,1719971580.0
P05362,313290752.0,323193600.0,336386752.0,314514464.0,338339296.0,318376800.0,405728128.0,397577056.0,370280992.0,371251168.0,423567392.0,426330944.0,647812800.0,672527300.0,522912256.0,558679680.0,548787260.0,556335170.0,559166460.0,578024830.0,536342880.0,605415740.0,562804610.0,616579140.0
P05386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05387,1195730180.0,1100212860.0,627017730.0,616684220.0,606094210.0,559353020.0,942688260.0,925760700.0,669101950.0,666724860.0,1049190140.0,1018171010.0,1305593090.0,1196460540.0,1156061310.0,1162439420.0,1240028290.0,1197477380.0,1386938240.0,1438498560.0,1192328450.0,1275782400.0,1168297220.0,1327315970.0
P05388,3763062780.0,3701676800.0,3514094080.0,3643475200.0,3639363840.0,3768345860.0,3192559360.0,3016322300.0,3105859070.0,3354691580.0,3294440190.0,3666845440.0,3209940220.0,3896863230.0,3470063360.0,3109704700.0,3410004740.0,3531954690.0,2883214850.0,3415523330.0,3377242370.0,3471512060.0,3027446780.0,3628575490.0
P05413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166343856.0,0.0,0.0,147830544.0,0.0,0.0,0.0,0.0,170308624.0,0.0,0.0
P05455,662307520.0,690318590.0,607233470.0,558348030.0,637061310.0,648643140.0,900233920.0,874644420.0,684917890.0,591144190.0,667445820.0,724804290.0,1536527740.0,1316213630.0,1457666300.0,1542414850.0,1448746240.0,1546514690.0,1433185410.0,1432579460.0,1501555070.0,1617624700.0,1563026300.0,1557026300.0
P06132,234098592.0,242354976.0,173455328.0,218536464.0,228798304.0,228207920.0,389106176.0,312774048.0,279752544.0,283128832.0,276712768.0,276213376.0,218189296.0,224031040.0,192867600.0,203922160.0,195262544.0,211271712.0,206406496.0,173221888.0,202178176.0,232473952.0,206999696.0,250332752.0
P06280,0.0,0.0,0.0,0.0,0.0,0.0,94558144.0,71640184.0,0.0,0.0,0.0,82538400.0,129595336.0,147147552.0,127469936.0,157943040.0,133392160.0,144919440.0,136084960.0,131264088.0,130037528.0,119913648.0,123121880.0,141944560.0
P06400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26331336.0,0.0,0.0,0.0,0.0,0.0,0.0,21013520.0
P06454,1092366850.0,1014183940.0,1028826180.0,985504320.0,655852740.0,657627780.0,466362272.0,803864060.0,922654020.0,1031442620.0,1251780860.0,1089653890.0,1095200510.0,767026110.0,503177504.0,544674620.0,2221533700.0,2134944900.0,3663079170.0,3721066500.0,2143905410.0,2453739780.0,1795957760.0,1772213630.0
P06702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06733,28080025600.0,29646518300.0,30637574100.0,31568164900.0,29239093200.0,29675003900.0,27120853000.0,29654392800.0,26541199400.0,28997935100.0,31512219600.0,34099005400.0,41519673000.0,42111537000.0,42212856000.0,45048340000.0,42210574000.0,45293335000.0,41871962000.0,44677571000.0,38001852000.0,40265376000.0,38920843000.0,41884991000.0
P06737,3013332480.0,3207394300.0,2928659970.0,3064927740.0,3296918780.0,3318580990.0,2440079100.0,2468248830.0,2580623360.0,2631811330.0,2662110460.0,2648146690.0,1892319230.0,1907978110.0,1678850180.0,1709814270.0,1940795390.0,1870695680.0,1603015040.0,1523028480.0,1578850300.0,1809660420.0,1576623740.0,1787250690.0
P06753,1998460160.0,1749707780.0,1392752770.0,1406153220.0,1647591420.0,1719627900.0,1872414340.0,2175431420.0,1739869570.0,1798371840.0,1807912060.0,1477429760.0,2755160830.0,2731655170.0,2486026240.0,2327422210.0,2654883330.0,2704617220.0,2110121340.0,1940219900.0,2361039870.0,2389435900.0,2542507260.0,2969536770.0
P06756,418007264.0,407968288.0,394712256.0,414409408.0,442776864.0,454678272.0,149918048.0,180028016.0,140524352.0,158596672.0,187191968.0,179892304.0,434034528.0,464280896.0,413849376.0,423236032.0,432575040.0,437140896.0,373360160.0,372778880.0,394107168.0,389851008.0,397865760.0,382216448.0
P07093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176249840.0,183672384.0,182351776.0,146767920.0,175865904.0,185537104.0,170040736.0,181604992.0,153104928.0,150831888.0,178341984.0,180052416.0
P07099,976412860.0,942920510.0,985330690.0,1071329540.0,945967230.0,931795460.0,940046270.0,839507840.0,1070885310.0,1055807870.0,1011825730.0,927114430.0,858286850.0,801251520.0,712792580.0,755281600.0,835648130.0,817076860.0,735991680.0,767628930.0,753248190.0,814205570.0,678924100.0,767438270.0
P07108,394499872.0,439163904.0,295814304.0,0.0,364250880.0,0.0,442833536.0,475357440.0,465532384.0,463023648.0,424968768.0,460990496.0,840277570.0,900631870.0,448900160.0,525173984.0,750748610.0,717904580.0,627635780.0,612116990.0,899472060.0,1017201660.0,917451900.0,990213700.0
P07225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07237,2904502780.0,2969706500.0,2940015100.0,2848528900.0,3093922050.0,2970649600.0,3462401540.0,3485808130.0,3031967230.0,3269709570.0,3197740800.0,3248012540.0,2657036540.0,2650853630.0,2542915070.0,2632400130.0,2787949060.0,2706376960.0,2806344450.0,2753966340.0,2600052740.0,2836152320.0,2542237180.0,2642159100.0
P07305,1393388030.0,1351550210.0,1541863680.0,1456015490.0,1255096580.0,1317081730.0,1515972990.0,1455069820.0,1336595840.0,1386411900.0,1667741820.0,1454251260.0,259467840.0,272705408.0,221460928.0,239222544.0,224675888.0,229242496.0,193939152.0,200780464.0,192455424.0,233039648.0,203319904.0,224558208.0
P07311,0.0,0.0,0.0,0.0,26896758.0,0.0,105192120.0,0.0,29837814.0,0.0,0.0,0.0,77812808.0,0.0,76878848.0,82191056.0,62905712.0,73362600.0,103817112.0,79907712.0,76920280.0,85391712.0,110690184.0,80416640.0
P07384,1124388740.0,1091086460.0,1185717500.0,1083754370.0,1029074240.0,999297150.0,857184450.0,863365500.0,879008190.0,933651070.0,953224580.0,1024893310.0,1670451200.0,1987561340.0,1577400190.0,1627935870.0,1745317630.0,1753664900.0,1770739840.0,1588586110.0,1688181890.0,1818909570.0,1647895810.0,1863718270.0
P07476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07602,0.0,0.0,0.0,0.0,0.0,0.0,241084800.0,0.0,0.0,0.0,0.0,0.0,174009232.0,245218784.0,218452000.0,200952672.0,0.0,227417408.0,184479088.0,206927456.0,195417408.0,222093104.0,200747376.0,241236176.0
P07686,240323680.0,258757424.0,195887008.0,209652512.0,257814272.0,251686816.0,355508928.0,344425664.0,282926752.0,271192256.0,256427120.0,351116352.0,184965280.0,232545744.0,272532672.0,230000336.0,209736272.0,206338720.0,262902464.0,243170624.0,226672752.0,234482656.0,250754304.0,254743824.0
P07737,19096889300.0,19495198700.0,16521638900.0,16555409400.0,18943479800.0,18118010900.0,15882650600.0,16009396200.0,17866876900.0,17521651700.0,16911583200.0,18102079500.0,19152779300.0,21258027000.0,16514462700.0,17306515500.0,18601127900.0,18261968900.0,17792241700.0,17156016100.0,16879577100.0,18915647500.0,17983754200.0,20234061800.0
P07741,2435158020.0,2462448130.0,2126878720.0,2182953470.0,2544287490.0,2600242690.0,3416427520.0,3854758910.0,3001833220.0,2652538620.0,2789019900.0,3072583170.0,1480870780.0,1460953220.0,1345587970.0,1568767100.0,1376405250.0,1426106500.0,1596271100.0,1460963580.0,1292067070.0,1531630210.0,1420455040.0,1561617020.0
P07858,1949187460.0,1594963840.0,1864519420.0,1555294210.0,1524408700.0,1382830460.0,1552631300.0,1478814080.0,1026304260.0,1450531710.0,1657184900.0,1583495420.0,2688994050.0,2349659390.0,2444971260.0,2478807550.0,2564126980.0,2505875200.0,2334469120.0,2752503550.0,2291161600.0,2654743550.0,2691873540.0,2511960320.0
P07942,0.0,0.0,0.0,0.0,0.0,0.0,107526792.0,0.0,0.0,0.0,0.0,0.0,373668160.0,305624320.0,353404512.0,382683072.0,348371392.0,430819712.0,376600192.0,411941760.0,332827328.0,357712000.0,392357472.0,357603104.0
P07951,2010147710.0,1579547650.0,1662190080.0,1566298750.0,1600024450.0,1572441470.0,1664741120.0,1935675390.0,1508712830.0,1339220860.0,1538590460.0,1258406780.0,2756528380.0,2841898500.0,2487840510.0,2410092540.0,3003216900.0,2919556350.0,2226381060.0,2027102210.0,2220990720.0,2489374210.0,2660862720.0,3114556420.0
P07954,1079875330.0,1154825470.0,1173077250.0,1074521980.0,1094355460.0,1084373890.0,1407346050.0,1493326460.0,1235051650.0,1250908540.0,1249808770.0,1328747010.0,645102270.0,744705660.0,643738240.0,679755900.0,676301250.0,664061380.0,726543170.0,697661760.0,659623040.0,696138750.0,677446850.0,655551300.0
P08047,92903704.0,0.0,81225536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87195504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08133,287078368.0,271216256.0,282166752.0,298522656.0,314296704.0,280616384.0,247495040.0,206214064.0,220838768.0,247490416.0,219472912.0,273904640.0,1825078020.0,1744011390.0,1897713660.0,1870846080.0,1938889860.0,1935064450.0,1931595900.0,1898903040.0,2028893820.0,2221057280.0,1898029060.0,2054658300.0
P08174,209859824.0,203069680.0,213552704.0,0.0,0.0,201603920.0,0.0,0.0,0.0,0.0,143610368.0,137664448.0,0.0,241554816.0,124231584.0,0.0,0.0,0.0,0.0,0.0,143169536.0,0.0,0.0,0.0
P08195,1701523070.0,1665275140.0,1505856130.0,1617244800.0,1665028350.0,1655071490.0,1617704580.0,1547969020.0,1518631680.0,1417399420.0,1505185660.0,1593040770.0,2996676100.0,3039761150.0,2534571010.0,2693901820.0,2899235840.0,2919467520.0,2456083460.0,2363039230.0,2539039230.0,2823964420.0,2504100860.0,2838091780.0
P08237,817336450.0,829705600.0,827160640.0,861534210.0,817891710.0,799303620.0,801730620.0,770059200.0,910950780.0,909567940.0,840402110.0,795190140.0,1853725820.0,1820962050.0,1519669380.0,1630888450.0,1842436610.0,1782386560.0,1702810620.0,1670663420.0,1629313660.0,1748535550.0,1578797700.0,1723123070.0
P08243,864238660.0,873309950.0,881603260.0,878765440.0,904785980.0,913323780.0,734147650.0,777084990.0,750558140.0,863948480.0,802826750.0,876560130.0,86819056.0,88595936.0,87129328.0,79039176.0,78335344.0,91465664.0,87735088.0,88395432.0,90258312.0,84943672.0,89786824.0,82387624.0
P08559,691140480.0,622855100.0,619673470.0,634938300.0,668265090.0,669200260.0,661415680.0,714705340.0,778543740.0,767657470.0,739039620.0,772462400.0,584670780.0,542761220.0,506335360.0,538712130.0,541849920.0,542204220.0,564290940.0,520604096.0,503391584.0,574742140.0,491771648.0,556350660.0
P08574,261382896.0,227210304.0,0.0,0.0,200841840.0,194402912.0,0.0,559899520.0,269521760.0,297948544.0,304474592.0,341403456.0,640412930.0,473696096.0,447697024.0,490052320.0,615505410.0,574573950.0,609501890.0,579689660.0,544767740.0,656979330.0,591516030.0,709486590.0
P08579,176065376.0,187176176.0,164487504.0,153224112.0,160801040.0,174346832.0,166039936.0,265943360.0,251447312.0,225942352.0,231043536.0,204634752.0,399123680.0,479221888.0,315375904.0,289478880.0,339950336.0,303005472.0,307060960.0,284861728.0,367493600.0,403535200.0,362013696.0,321762912.0
P08621,1944347390.0,1922146940.0,2556442880.0,2493077760.0,2065719300.0,2146117890.0,1205508100.0,1287367170.0,2419284220.0,2369929730.0,1701996930.0,1532811140.0,1628844670.0,1685063550.0,1465411070.0,1457510780.0,1533159680.0,1538342660.0,1252277250.0,1206666500.0,1167820670.0,1367112450.0,1229302140.0,1130019330.0
P08648,554445120.0,569289150.0,561974080.0,595532350.0,593569920.0,590893630.0,286305568.0,264188368.0,263490816.0,347776160.0,298544160.0,287431360.0,252273904.0,269385376.0,230109216.0,211848464.0,263441104.0,226845536.0,173835168.0,201308720.0,168104864.0,215137808.0,237841520.0,181892544.0
P08708,896127420.0,934614400.0,862073980.0,851983420.0,927053120.0,975880900.0,1200864000.0,1166871810.0,1019451460.0,944045250.0,1056995390.0,1074906750.0,1366422140.0,1138124800.0,1551298180.0,1411245820.0,1338352510.0,1417592580.0,1676291200.0,1398438780.0,1493471620.0,1376087170.0,1426507780.0,1446122110.0
P08842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53779864.0,0.0,70744256.0,77112552.0,72805896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08865,1991276030.0,1916685950.0,1522095870.0,1593623940.0,1692788860.0,1775896580.0,2627851260.0,2735397890.0,1826771970.0,2065337340.0,2108962940.0,2443735810.0,2838974980.0,3312006910.0,3143005700.0,3230166020.0,3128425470.0,3199809540.0,3113298690.0,3033070340.0,3244453890.0,3233136380.0,3559475200.0,3405686020.0
P08962,1390089220.0,1359238530.0,1474807300.0,1307131650.0,1171918340.0,1192106240.0,1193690500.0,1283831170.0,1296840190.0,1375572740.0,1146949760.0,1124799620.0,339738560.0,293677504.0,279448608.0,0.0,315630048.0,312653440.0,0.0,0.0,312452672.0,327501376.0,294912992.0,287969760.0
P09001,150326640.0,161469184.0,130714976.0,152079888.0,139449248.0,162342496.0,223924352.0,210225168.0,189069920.0,202362736.0,169235440.0,174725120.0,152491344.0,161151872.0,163113536.0,160186928.0,167867344.0,141083136.0,153446720.0,168016304.0,148566608.0,157499888.0,139613328.0,189750080.0
P09012,319889440.0,321392000.0,188548416.0,220831520.0,287624160.0,314689568.0,441635808.0,388988192.0,365342208.0,350724128.0,303543712.0,326393120.0,666622460.0,661076670.0,554860350.0,610825470.0,517431648.0,572955900.0,481895712.0,482028672.0,511663616.0,615178240.0,578017220.0,578609220.0
P09104,16953812000.0,19651735600.0,18697183200.0,17671135200.0,18592299000.0,17963055100.0,24447959000.0,19529865200.0,4180218370.0,18410776600.0,23444918300.0,22560987100.0,26789810200.0,28859713500.0,38876725000.0,46060274000.0,27616358400.0,35267166000.0,49939894000.0,25047191600.0,44215665000.0,42369098000.0,51413336000.0,32234379300.0
P09110,337116512.0,319728896.0,328681312.0,320184224.0,340268672.0,364860544.0,383554848.0,368707392.0,380393696.0,429161376.0,377365696.0,420969824.0,144317984.0,140512160.0,170734960.0,165005312.0,149693472.0,169423280.0,157792656.0,182105248.0,167864832.0,144689872.0,168835936.0,157758928.0
P09211,17357998100.0,17494370300.0,14878954500.0,15650192400.0,17031312400.0,17190703100.0,21597302800.0,22871009300.0,15021573100.0,16955309100.0,16617770000.0,21913034800.0,19600334800.0,26255253500.0,25735587800.0,26377021400.0,23471425500.0,25147043800.0,27719479300.0,28082061300.0,22703181800.0,24488290300.0,24289656800.0,24834541600.0
P09382,13349335000.0,13702030300.0,10918558700.0,11655563300.0,12994939900.0,12544771100.0,9891235800.0,11480475600.0,12546783200.0,11892335600.0,12447269900.0,12582332400.0,6500705300.0,6906135000.0,5882281000.0,5978953700.0,5949086700.0,5638496300.0,5382799400.0,5075911200.0,5302062600.0,5738427400.0,5096583200.0,5479063600.0
P09417,148774288.0,147173184.0,98961160.0,140601440.0,156636512.0,129745288.0,122466792.0,145564240.0,154255952.0,130131472.0,159213008.0,136365696.0,269804800.0,214380272.0,209289280.0,207101264.0,237491360.0,220762144.0,233391280.0,237831152.0,217919968.0,220873696.0,209872416.0,265463840.0
P09467,549621760.0,581167680.0,621031100.0,594495230.0,634138240.0,578940420.0,1183860100.0,1177348860.0,1167790080.0,1241218180.0,1261004670.0,1368122500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195184272.0,192977808.0,161519424.0,149411568.0,234777264.0,234465088.0,223848800.0,237836400.0,177117376.0,221625440.0,160214960.0,271250400.0
P09493,2139400830.0,1619915520.0,1673379840.0,1740617090.0,1680734340.0,1843274880.0,1666223870.0,2010760960.0,1708862980.0,1624745980.0,1609836670.0,1397288960.0,2557899520.0,2730329600.0,2317150210.0,2120957060.0,2928142850.0,2868524290.0,2086865280.0,1984843390.0,1911126270.0,2086825220.0,2408159740.0,2975212290.0
P09496,150260880.0,149152720.0,117355800.0,118696720.0,142594208.0,153943616.0,216358144.0,182361520.0,199115968.0,189679328.0,186004576.0,163025584.0,99155424.0,119549592.0,0.0,0.0,123142928.0,147125584.0,95013936.0,88478824.0,129955448.0,129389536.0,133371624.0,152563440.0
P09497,0.0,92920584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90547792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61455104.0,0.0,0.0,0.0
P09543,356383264.0,363649216.0,344600768.0,351972000.0,342043808.0,350517728.0,441185024.0,453647936.0,421695840.0,419411264.0,439588736.0,398214240.0,500103552.0,488797600.0,437154336.0,453870976.0,515793632.0,483205568.0,455756000.0,455625440.0,423444512.0,451060608.0,410869152.0,464337024.0
P09601,692105280.0,688908220.0,588774140.0,538646850.0,626169020.0,628092670.0,125517840.0,123389280.0,90085888.0,106668680.0,107525000.0,94301824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09622,2622000900.0,2536327170.0,2592276220.0,2511875330.0,2478597630.0,2483842050.0,2192809470.0,2198292990.0,2350859010.0,2356210180.0,2367117820.0,2255636740.0,1110843260.0,1053277250.0,1042063490.0,1154336900.0,1087643010.0,1094076540.0,1080381060.0,1046135490.0,1018557310.0,1126068350.0,1008777470.0,1042773500.0
P09661,258802624.0,267664992.0,207589872.0,230883376.0,266536896.0,243516960.0,556924990.0,508346304.0,325212576.0,314214208.0,322258176.0,287177280.0,467023712.0,439647680.0,448776160.0,447094848.0,464675392.0,443658176.0,424561472.0,397461568.0,400678624.0,436169088.0,411728992.0,492198656.0
P09758,221764752.0,253097200.0,331825536.0,281441024.0,232178336.0,253474832.0,313758016.0,298477696.0,304820896.0,317187392.0,356278848.0,352550560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09874,1067332860.0,1102102140.0,1075638020.0,1067490110.0,1121214080.0,1104704130.0,1285763580.0,1291352700.0,1365916420.0,1416506880.0,1346460290.0,1349990530.0,814737090.0,700849730.0,731092290.0,738214850.0,808747330.0,772917700.0,747676100.0,735818430.0,738054210.0,804793660.0,722179070.0,783650820.0
P09913,0.0,0.0,0.0,0.0,64361020.0,0.0,79337720.0,88719240.0,78041728.0,93567936.0,89429040.0,70045832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0C0L4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0C0S5,19817789400.0,19873964000.0,16234527700.0,16159257600.0,19742685200.0,19416154100.0,29383651300.0,23941277700.0,26126641200.0,23251410900.0,19048153100.0,17592647700.0,19366086700.0,19987562500.0,16048073700.0,16143320100.0,21020393500.0,20041646100.0,24951169000.0,22418440200.0,17920606200.0,21767219200.0,17035421700.0,20586848300.0
P0CG29,228968000.0,204879072.0,168950912.0,212050592.0,254407248.0,231462096.0,347717376.0,370329568.0,300893760.0,292641568.0,238077456.0,261711440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DN79,137815904.0,0.0,143991216.0,93632408.0,126886072.0,120104856.0,153566128.0,196540624.0,159716304.0,166843376.0,175234544.0,165508880.0,0.0,177351600.0,0.0,91804232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P10109,0.0,50880676.0,0.0,64712064.0,68085520.0,0.0,66509668.0,73198272.0,84115672.0,84715200.0,82291784.0,55172896.0,57868904.0,0.0,0.0,27724798.0,0.0,32413396.0,38529192.0,45851756.0,50439272.0,57416916.0,51229976.0,0.0
P10155,274801184.0,257518128.0,330961056.0,331782592.0,315156704.0,301252160.0,315217376.0,311230688.0,282344864.0,223962704.0,304965664.0,332366976.0,525185376.0,432862528.0,518768608.0,527151872.0,453051904.0,519343200.0,488473696.0,544398530.0,528653792.0,489081952.0,525546272.0,528435744.0
P10253,198820496.0,208817184.0,227736736.0,198200160.0,207972464.0,208901760.0,201597920.0,199631440.0,184324080.0,202050608.0,193968848.0,243920416.0,113723240.0,169371856.0,142371744.0,138419840.0,123286264.0,119187120.0,148950112.0,134476016.0,141481728.0,119860744.0,140238560.0,125888680.0
P10301,354851840.0,370545088.0,385526944.0,398063072.0,379066400.0,378899904.0,219925536.0,211290224.0,274869600.0,245546640.0,211353296.0,231187584.0,508199008.0,580757570.0,360735968.0,470622880.0,505200992.0,487763840.0,383448416.0,406872224.0,458302560.0,473539424.0,453504960.0,503823584.0
P10398,255359376.0,292437152.0,374213696.0,313111744.0,291877984.0,270068832.0,290363392.0,313344192.0,309740672.0,334579456.0,309866976.0,258236000.0,163046688.0,0.0,0.0,140791136.0,0.0,0.0,0.0,0.0,0.0,134860544.0,0.0,0.0
P10515,375808032.0,382276768.0,333073824.0,378620544.0,426882528.0,410673696.0,514327520.0,474669376.0,426381376.0,429713632.0,413325760.0,499315232.0,546277570.0,663084540.0,583561020.0,575745410.0,578722240.0,590890880.0,628178180.0,680029820.0,567748290.0,596236480.0,551384000.0,595390660.0
P10599,5243275300.0,5891009000.0,5864482300.0,5783279100.0,5767782900.0,5637267500.0,7125033000.0,6926410200.0,6020594200.0,5958770200.0,5742079500.0,6144839700.0,7047177200.0,7849347600.0,5730931200.0,5905370600.0,5818717200.0,6078399000.0,6633658900.0,6228998100.0,7417108500.0,7524377100.0,6448547800.0,6822705200.0
P10606,644623680.0,436431552.0,246030672.0,444990240.0,409252032.0,391358368.0,673553340.0,706636540.0,498173568.0,446886880.0,507681632.0,485605664.0,789772930.0,661196480.0,423056256.0,486906336.0,703480260.0,775906050.0,610100610.0,667387900.0,576428160.0,811772670.0,674404670.0,717285500.0
P10619,352037728.0,387841152.0,301721952.0,319115488.0,382782272.0,352212896.0,375501280.0,312883776.0,314400832.0,302950560.0,297902240.0,290916288.0,525870528.0,486864224.0,426113632.0,446096352.0,539984770.0,511152096.0,441541408.0,421338720.0,421843040.0,518876800.0,440899136.0,567647170.0
P10620,708388860.0,764473980.0,0.0,675189820.0,953241340.0,956494980.0,1548192640.0,1620263680.0,1246706300.0,1302621820.0,1150158460.0,1352957820.0,1488989440.0,1658478210.0,1790606460.0,1892435070.0,1604374140.0,1773560320.0,2032790910.0,1903911940.0,1452907520.0,1905950850.0,1579332480.0,1937651330.0
